caab_code,marine_region
37255003,South-east
37255003,Temperate East
37255003,South-west
37464016,Temperate East
37464016,South-east
37464016,Great Barrier Reef
37464016,Coral Sea
37464016,North-west
37464016,South-west
37428278,Great Barrier Reef
37428278,North
37428278,North-west
37428278,Temperate East
37120019,Temperate East
37120019,South-east
37120015,Temperate East
37120015,South-east
37120015,Great Barrier Reef
37120015,Coral Sea
37120001,South-east
37120001,Temperate East
37120001,North-west
37120001,South-west
37120014,Temperate East
37120014,South-east
37367010,South-west
37367010,South-east
37262001,Temperate East
37262001,South-east
37262001,Great Barrier Reef
37262001,Coral Sea
37262001,North-west
37262001,South-west
37462029,Temperate East
37462029,South-east
37462029,Great Barrier Reef
37462009,Great Barrier Reef
37462009,North
37462009,North-west
37462009,Temperate East
37462030,Great Barrier Reef
37462030,North
37462030,North-west
37408069,Great Barrier Reef
37408069,North
37408070,Great Barrier Reef
37349023,North-west
37349023,South-west
37349001,South-west
37349001,South-east
37349001,Temperate East
37233016,North
37233016,North-west
37233016,Great Barrier Reef
37233016,Temperate East
37233003,Temperate East
37233003,South-east
37233003,Great Barrier Reef
37233003,Coral Sea
37233003,North
37233003,North-west
37435010,North-west
37435010,Great Barrier Reef
37435010,North
37435011,Temperate East
37435011,South-east
37435012,Great Barrier Reef
37435012,North
37435012,North-west
37435013,Great Barrier Reef
37435013,North
37435013,North-west
37435014,Great Barrier Reef
37435014,North
37367001,North-west
37367001,South-west
37367001,South-east
37367002,South-west
37367002,South-east
37367002,Temperate East
37367002,Great Barrier Reef
37428217,Temperate East
37428217,South-east
37428217,Great Barrier Reef
37372091,Temperate East
37372092,North-west
37372092,South-west
37372093,North-west
37372093,South-west
37372005,South-east
37372005,Temperate East
37372005,Great Barrier Reef
37372094,North-west
37372094,South-west
37372095,Temperate East
37372095,South-east
37372095,Great Barrier Reef
37372096,Temperate East
37372096,Great Barrier Reef
37372097,Temperate East
37372097,South-east
37372097,Great Barrier Reef
37372006,North-west
37372006,South-west
37372006,South-east
37372006,Temperate East
37355021,Great Barrier Reef
37355021,Coral Sea
37355021,North-west
37355021,South-west
37355021,Temperate East
37355021,North
37355022,Temperate East
37355022,North-west
37355022,Great Barrier Reef
37355022,North
37355016,North
37355016,Great Barrier Reef
37355016,North-west
37355016,South-west
37355024,Temperate East
37355024,North-west
37355024,Great Barrier Reef
37355024,North
37355023,North-west
37355023,Great Barrier Reef
37355023,North
37355025,Great Barrier Reef
37355025,Coral Sea
37355025,North-west
37355025,North
37355025,South-west
37355025,Temperate East
37355004,Temperate East
37355004,Great Barrier Reef
37355004,North
37355004,North-west
37355004,South-west
37355005,North
37355005,North-west
37355005,Great Barrier Reef
37355005,South-west
37355005,Temperate East
37355041,Great Barrier Reef
37355041,North
37355026,Temperate East
37355026,Great Barrier Reef
37355026,Coral Sea
37355026,North-west
37355026,North
37355027,Temperate East
37355027,Great Barrier Reef
37355027,Coral Sea
37355027,North-west
37355027,South-west
37355027,South-east
37355027,North
37355015,Temperate East
37355015,North-west
37355015,South-west
37355015,South-east
37355015,Great Barrier Reef
37355036,North-west
37206022,North-west
37206022,South-west
37206022,South-east
37206022,Temperate East
37206022,Great Barrier Reef
37428394,Temperate East
37035011,North
37035011,Great Barrier Reef
37035011,North-west
37035011,South-west
37035011,Temperate East
37035904,North
37035904,Great Barrier Reef
37035904,North-west
37035904,South-west
37035904,Temperate East
37292001,North-west
37292001,South-west
37292001,South-east
37292001,Temperate East
37292001,Great Barrier Reef
37035024,North
37035024,Great Barrier Reef
37035024,North-west
37035024,South-west
37035024,Temperate East
37035025,Great Barrier Reef
37035025,North
37035025,North-west
37031027,North-west
37031023,South-west
37031023,South-east
37031024,Great Barrier Reef
37031024,Coral Sea
37031009,South-west
37031009,South-east
37031009,Temperate East
37031009,Great Barrier Reef
37031025,Great Barrier Reef
37031025,Temperate East
37031025,Coral Sea
37031026,Temperate East
37031026,South-east
37031026,Great Barrier Reef
37031026,Coral Sea
37327141,North-west
37327141,South-west
37309003,South-west
37309003,South-east
37309003,Temperate East
37309004,Great Barrier Reef
37309004,North
37309004,North-west
37309002,Great Barrier Reef
37309002,North
37309002,North-west
37309002,South-west
37309002,Temperate East
37309002,South-east
37321020,Great Barrier Reef
37321020,North
37321020,North-west
37321020,South-west
37321020,South-east
37321020,Temperate East
37321001,North
37321001,Great Barrier Reef
37321001,North-west
37321001,South-west
37321001,Temperate East
37321005,Temperate East
37321005,South-east
37321005,Great Barrier Reef
37085009,North
37085009,Great Barrier Reef
37085009,North-west
37085009,Temperate East
37321021,North-west
37321021,South-west
37321021,South-east
37357018,Temperate East
37357018,Great Barrier Reef
37357018,Coral Sea
37357018,North
37357005,Temperate East
37357005,South-east
37357005,Great Barrier Reef
37357006,Temperate East
37357006,North-west
37357006,South-west
37357006,Great Barrier Reef
37357006,North
37357008,Temperate East
37357008,South-east
37357008,Great Barrier Reef
37357003,North-west
37357003,South-west
37357003,South-east
37357016,North
37357016,North-west
37357016,South-west
37357001,North-west
37357001,South-west
37357001,South-east
37357001,Temperate East
37357013,North-west
37357013,South-west
37357013,South-east
37357015,Temperate East
37357010,Temperate East
37357010,North-west
37357010,Great Barrier Reef
37357010,North
37357010,South-west
37357011,Temperate East
37357011,Great Barrier Reef
37357011,North
37357017,North
37357017,North-west
37357017,South-west
37357007,Great Barrier Reef
37357007,North
37357007,North-west
37357007,South-west
37357007,Temperate East
37367003,South-west
37367003,South-east
37367003,Temperate East
37367012,Temperate East
37367004,South-east
37367004,Temperate East
37367004,North-west
37367004,South-west
37367009,Temperate East
37367009,South-east
37367009,North-west
37367009,South-west
37347029,Temperate East
37347029,Great Barrier Reef
37347029,North
37347027,North-west
37347027,South-west
37347012,North
37347012,Great Barrier Reef
37347012,Coral Sea
37347012,North-west
37347028,Great Barrier Reef
37347028,North
37347028,Temperate East
37347007,North
37347007,Great Barrier Reef
37347007,North-west
37347007,South-west
37347022,North-west
37347022,South-west
37349002,Great Barrier Reef
37349002,North
37349002,North-west
37311033,South-west
37311033,South-east
37311033,Temperate East
37311033,Great Barrier Reef
37311034,Temperate East
37311034,South-east
37311034,Great Barrier Reef
37428375,Great Barrier Reef
37428375,North
37428375,North-west
37428219,Great Barrier Reef
37428219,North
37428219,North-west
37428219,South-west
37428219,Temperate East
37428386,Great Barrier Reef
37428386,North
37428386,North-west
37428220,North
37428220,North-west
37428220,Great Barrier Reef
37428220,Temperate East
37428221,Great Barrier Reef
37428221,North
37428221,North-west
37428221,Temperate East
37428222,Great Barrier Reef
37428222,North
37428222,North-west
37428401,Great Barrier Reef
37428401,North
37428401,North-west
37428357,Great Barrier Reef
37428357,North
37428357,North-west
37288004,Temperate East
37288004,South-east
37288004,Great Barrier Reef
37288004,Coral Sea
37290012,Great Barrier Reef
37290012,North
37290012,North-west
37290012,Temperate East
37414012,South-west
37414012,South-east
37298002,North-west
37298002,South-west
37298002,South-east
37115001,South-east
37115001,Temperate East
37115001,South-west
37465066,Temperate East
37465066,Great Barrier Reef
37465066,Coral Sea
37465066,South-east
37465067,Great Barrier Reef
37465067,Coral Sea
37465067,North
37465068,Temperate East
37465068,Great Barrier Reef
37465068,Coral Sea
37465068,North-west
37465068,South-west
37465068,North
37465069,Great Barrier Reef
37465069,Coral Sea
37465069,North-west
37465069,North
37465070,North-west
37408071,North
37408071,North-west
37408071,South-west
37408072,Temperate East
37408072,Great Barrier Reef
37408072,North
37408073,Temperate East
37408073,South-east
37408073,Great Barrier Reef
37408073,North
37408074,Great Barrier Reef
37408074,North
37408074,North-west
37408074,South-west
37408074,Temperate East
37408003,Great Barrier Reef
37408003,North
37408091,North-west
37408091,Great Barrier Reef
37408091,North
37209011,Temperate East
37209011,South-east
37429047,South-west
37429047,South-east
37429047,Temperate East
37429047,Great Barrier Reef
37260002,Great Barrier Reef
37260002,Coral Sea
37341027,Great Barrier Reef
37341027,North
37282109,North-west
37462005,North
37462005,North-west
37462005,South-west
37384141,North-west
37384141,South-west
37327110,North-west
37327110,Great Barrier Reef
37327110,North
37311112,Great Barrier Reef
37311112,North
37311113,Great Barrier Reef
37311113,Coral Sea
37311113,North-west
37311113,South-west
37311113,Temperate East
37311113,South-east
37311113,North
37311114,Great Barrier Reef
37311114,Coral Sea
37311114,North-west
37311114,North
37311115,Great Barrier Reef
37311115,North
37311116,Temperate East
37311116,South-east
37311116,Great Barrier Reef
37311116,North
37311227,Great Barrier Reef
37311227,Coral Sea
37311093,North-west
37311093,South-west
37311117,North-west
37311117,Great Barrier Reef
37311117,North
37311226,Great Barrier Reef
37311120,Great Barrier Reef
37311120,North
37311122,Temperate East
37311122,South-east
37311122,Great Barrier Reef
37311122,North
37311123,Great Barrier Reef
37311123,Coral Sea
37311123,North-west
37311123,Temperate East
37311123,North
37311124,North-west
37311124,Temperate East
37311124,Great Barrier Reef
37311124,North
37311176,North-west
37311125,Great Barrier Reef
37311125,Coral Sea
37311125,North-west
37311125,North
37311126,Temperate East
37311126,Great Barrier Reef
37311126,Coral Sea
37311126,North-west
37311126,South-east
37311126,North
37403003,South-west
37403003,South-east
37403003,Temperate East
37465071,Great Barrier Reef
37465071,Coral Sea
37465071,North-west
37465071,North
37465071,Temperate East
37465027,Great Barrier Reef
37465027,Coral Sea
37465027,North-west
37465027,North
37465027,Temperate East
37427039,Great Barrier Reef
37427039,North
37427037,North-west
37427006,North-west
37427006,South-west
37427021,Great Barrier Reef
37427021,Coral Sea
37427021,North
37427049,Great Barrier Reef
37427049,North
37337081,North-west
37337081,South-west
37337062,North-west
37337062,South-west
37337062,South-east
37337062,Temperate East
37337063,North-west
37337063,South-west
37337063,South-east
37337063,Temperate East
37009003,Temperate East
37009003,South-east
37009003,Great Barrier Reef
37009003,Coral Sea
37009003,North-west
37009003,South-west
37384142,Temperate East
37384142,Great Barrier Reef
37384142,Coral Sea
37384142,North-west
37384142,North
37384143,Temperate East
37384143,Great Barrier Reef
37384143,Coral Sea
37384143,North-west
37384143,North
37384184,Great Barrier Reef
37384184,Coral Sea
37384144,Great Barrier Reef
37384144,Coral Sea
37384144,North-west
37384144,North
37313034,North-west
37313004,North-west
37313004,Great Barrier Reef
37313004,North
37313016,North-west
37313016,Great Barrier Reef
37313016,Coral Sea
37313016,South-west
37313016,Temperate East
37313016,North
37313005,Great Barrier Reef
37313005,Coral Sea
37313005,North
37313006,North-west
37313006,Great Barrier Reef
37313006,North
37313006,South-west
37313006,Temperate East
37313030,North-west
37313007,Great Barrier Reef
37313007,Coral Sea
37313007,North
37313008,North-west
37313008,Great Barrier Reef
37313008,Coral Sea
37313001,Great Barrier Reef
37313001,North
37313001,North-west
37313027,North
37313027,North-west
37313028,North-west
37313018,Great Barrier Reef
37313018,North
37313018,North-west
37313018,South-west
37313018,Temperate East
37384207,Great Barrier Reef
37384207,Coral Sea
37384207,Temperate East
37384206,Great Barrier Reef
37384206,Coral Sea
37384197,Great Barrier Reef
37384197,Coral Sea
37384197,North
37384145,Temperate East
37384145,Great Barrier Reef
37384145,Coral Sea
37384145,North-west
37384145,South-east
37384145,North
37266003,South-east
37266003,Temperate East
37266003,South-west
37384146,Temperate East
37384146,Great Barrier Reef
37384146,Coral Sea
37384146,North-west
37384146,North
37428240,Great Barrier Reef
37428240,North
37428240,North-west
37428240,Temperate East
37428459,Great Barrier Reef
37428459,North
37428459,North-west
37428009,North-west
37428009,South-west
37428009,South-east
37314003,Great Barrier Reef
37314003,Coral Sea
37314002,North
37314002,Temperate East
37314002,Coral Sea
37314002,Great Barrier Reef
37314002,North-west
37445015,South-east
37384148,Temperate East
37384148,Great Barrier Reef
37384148,Coral Sea
37384148,South-east
37384209,Great Barrier Reef
37384209,North
37384147,Temperate East
37384147,Great Barrier Reef
37384147,Coral Sea
37384147,South-east
37384147,North
37384149,North-west
37384149,South-west
